Designator,Val,Package,MidX,MidY,Rotation,Layer
D1,GREEN,LED_0805_2012Metric,111.5,-85.335,0,top
Q1,BSS138,SOT-23,112.0625,-76.835,180,top
Q2,BSS138,SOT-23,112.0625,-68.885,180,top
R3,10K,R_0201_0603Metric,112.5,-81.835,-90,top
R5,10K,R_0201_0603Metric,98.5,-81.835,90,top
R6,10K,R_0201_0603Metric,107.18,-82.335,0,top
R7,10K,R_0201_0603Metric,113.18,-102.835,0,top
R8,10K,R_0201_0603Metric,110.5,-91.99,-90,top
U1,BMP280,Bosch_LGA-8_2x2.5mm_P0.65mm_ClockwisePinNumbering,112.525,-100.035,0,top
